Lettre;Utilisé dans le Logotron;Niv.;_ Racine;Préfixe;Suffixe;Sens;Etymologie;Unicité;Explication;Exemples;Origine;Frequence;Exclusivité;RechercheV;;RechercheV;;Sens multiple
P;1;2;pathique;;-pathique;maladie;Du grec ancien πάθος, páthos (« passion, souffrance »).;patho (souffrance);;;Grec;Frequent;;;1;-pathique;1;FALSE
P;1;2;pathique;;-pathique;ressenti;Du grec ancien πάθος, páthos (« passion, souffrance »).;patho (ressenti);;téléphathique;Grec;Frequent;télépathique, sympathique, antipathique, apathique;;1;-pathique;1;TRUE
P;2;2;pathisme;;-pathisme;maladie;Du grec ancien πάθος, páthos (« passion, souffrance »).;patho (souffrance);;;Grec;Absent;;;2;-pathisme;2;FALSE
P;2;2;patho;patho-;;la maladie;Du grec ancien πάθος, páthos (« passion, souffrance »).;patho (souffrance);Le terme maladie est assez proche du terme souffrance, pas besoin de mettre la souffrance -> la maladie;;Grec;Frequent;;patho-;2;;2;FALSE
P;2;1;patri;patri-;;le père;Du latin pater (« père »).;;;patriarcat;Latin;Rare;;patri-;2;;2;FALSE
P;2;2;pause;;-pause;cessation;Du grec ancien παῦσις (pausis) « cessation ».;;;;Grec;Moyen;;;2;-pause;2;FALSE
P;1;2;péd;péd-;;l'enfant;Du grec ancien παῖς, paîs (« enfant »).;pédo (paidos);;pédagogue;Grec;Moyen;;péd-;1;;1;FALSE
P;2;2;pède;;-pède;pied;Du latin pes, pedis (« pied »).;;;;Latin;Moyen;;;2;-pède;2;FALSE
P;2;2;pédi;pédi-;;le pied;Du latin pes, pedis (« pied »).;;;;Latin;Moyen;;pédi-;2;;2;FALSE
P;2;2;pédie;;-pédie;pied;Du latin pes, pedis (« pied »).;;;;Latin;Moyen;;;2;-pédie;2;FALSE
P;2;2;pédo;pédo-;;l'enfant;Du grec ancien παῖς, paîs (« enfant »).;pédo (paidos);;pédopsychiatre;Grec;Frequent;;pédo-;2;;2;FALSE
P;2;2;pédo;pédo-;;le sol;Du grec ancien πέδον, pédon (« sol »).;pédo (pédon);;pédofaune;Grec;Frequent;pédofaune, pédoflore, pédogenèse, pédogénétique, pédologie, pédologique, pédologue, pédomètre;pédo-;2;;2;TRUE
P;2;3;pelvi;pelvi-;;le bassin;Du latin pelvis (« bassin »).;;;;Latin;Absent;pédofaune, pédoflore, pédogenèse, pédogénétique, pédologie, pédologique, pédologue, pédomètre;pelvi-;2;;2;FALSE
P;2;3;pénie;;-pénie;pauvreté;Du grec ancien πενί, peni (« pauvreté »).;;;;Grec;Frequent;;;2;-pénie;2;FALSE
P;2;2;penta;penta-;;cinq;Du grec ancien πέντε, pente (« cinq »).;penta;;;Grec;Frequent;;penta-;2;;2;FALSE
P;1;3;per;per-;;à travers / de part en part / terminer / intense;Du latin per-.;;;;Latin;Moyen;;per-;1;;1;FALSE
P;2;1;péri;péri-;;autour;;péri;;;;Frequent;;péri-;2;;2;FALSE
P;2;3;péta;péta-;;10^15;Du grec ancien πέντε, pénte (« cinq »), omettant le n à la façon de téra- (qui omet le t médial de tétra), car 10^15 = 1000^5.;;;pétajoule;Grec;Rare;;péta-;2;;2;FALSE
P;2;2;pète;;-pète;qui va vers;Du latin petere (« chercher à gagner »).;;;centripète;Latin;Rare;;;2;-pète;2;FALSE
P;2;2;pétro;pétro-;;la pierre;;pétro;;;;Moyen;;pétro-;2;;2;FALSE
P;2;3;pexie;;-pexie;fixation;Du grec ancien πῆξις, pêxis (« fixation »).;;;;Grec;Frequent;;;2;-pexie;2;FALSE
P;1;2;phag;phag-;;mangé(e) / qui mange;;phago;;;;Moyen;;phag-;1;;1;FALSE
P;2;2;phage;;-phage;mangeur;;phago;;;;Frequent;;;2;-phage;2;FALSE
P;2;2;phagie;;-phagie;alimentation;;phago;;;;Frequent;;;2;-phagie;2;FALSE
P;2;2;phago;phago-;;mangé(e) / qui mange;;phago;;;;Moyen;;phago-;2;;2;FALSE
P;1;2;phall;phall-;;le phallus;;;;;;Rare;;phall-;1;;1;FALSE
P;2;2;phallo;phallo-;;le phallus;;;;;;Moyen;;phallo-;2;;2;FALSE
P;2;3;phane;;-phane;apparition;Du grec ancien φαίνειν, faynein (« apparaître »).;;;;Grec;Moyen;;;2;-phane;2;FALSE
P;2;3;phanie;;-phanie;apparition;Du grec ancien φαίνειν, faynein (« apparaître »).;;;;Grec;Moyen;;;2;-phanie;2;FALSE
P;2;2;pharmaco;pharmaco-;;le médicament;Du grec ancien φάρμακον, phármakon (« drogue, médicament »).;;;;Grec;Frequent;;pharmaco-;2;;2;FALSE
P;2;3;phasie;;-phasie;dire;Du grec φημί fèmi (« dire »), qui a donné phatique.;;;;Grec;Moyen;;;2;-phasie;2;FALSE
P;1;3;phasique;;-phasique;dire;Du grec φημί fèmi (« dire »), qui a donné phatique.;;;;Grec;Moyen;;;1;-phasique;1;FALSE
P;2;3;phatique;;-phatique;dire;Du grec ancien φατικός, phatikós (« discursif »).;;;apophatique, cataphatique;Grec;Rare;;;2;-phatique;2;FALSE
P;2;3;phène;;-phène;apparition;Du grec ancien φαίνω, phaino (« faire briller »).;;;acouphène;Grec;Moyen;;;2;-phène;2;FALSE
P;2;3;phéno;phéno-;;l'apparence;Du grec ancien φαίνω, phaínō (« se montrer »).;phéno;;phénotype;Grec;Moyen;;phéno-;2;;2;FALSE
P;1;1;phil;phil-;;l'amour;;philo;;;;Frequent;;phil-;1;;1;FALSE
P;2;1;phile;;-phile;amoureux;;philo;;;;Frequent;;;2;-phile;2;FALSE
P;2;1;philie;;-philie;amour;;philo;;;;Frequent;;;2;-philie;2;FALSE
P;2;1;philo;philo-;;l'amour;;philo;;;;Frequent;;philo-;2;;2;FALSE
P;1;3;phléb;phléb-;;la veine;Du grec ancien φλεβός, phlebos (« veine »).;;;;Grec;Moyen;;phléb-;1;;1;FALSE
P;2;3;phlébo;phlébo-;;la veine;Du grec ancien φλεβός, phlebos (« veine »).;;;;Grec;Moyen;;phlébo-;2;;2;FALSE
P;2;1;phobe;;-phobe;qui a horreur;Du grec ancien φόβος, phóbos (« fuite éperdue, peur, effroi »).;phobe;;;Grec;Frequent;;;2;-phobe;2;FALSE
P;2;1;phobie;;-phobie;aversion;Du grec ancien φόβος, phóbos (« fuite éperdue, peur, effroi »).;phobe;;;Grec;Frequent;;;2;-phobie;2;FALSE
P;1;1;phobique;;-phobique;aversion;Du grec ancien φόβος, phóbos (« fuite éperdue, peur, effroi »).;phobe;;;Grec;Moyen;;;1;-phobique;1;FALSE
P;2;1;phobisme;;-phobisme;aversion;Du grec ancien φόβος, phóbos (« fuite éperdue, peur, effroi »).;phobe;;;Grec;Absent;;;2;-phobisme;2;FALSE
P;0;1;phobo;phobo-;;qui a horreur;Du grec ancien φόβος, phóbos (« fuite éperdue, peur, effroi »).;phobe;Un seul mot (phobogène), préfixe non retenu;phobogène;Grec;Absent;;phobo-;0;;0;FALSE
P;1;1;phon;phon-;;la voix;Du grec ancien φωνή, phônê (« voix »).;;;;Grec;Moyen;;phon-;1;;1;FALSE
P;2;1;phone;;-phone;voix;Du grec ancien φωνή, phônê (« voix »).;;;;Grec;Frequent;;;2;-phone;2;FALSE
P;2;1;phonie;;-phonie;voix;Du grec ancien φωνή, phônê (« voix »).;;;;Grec;Frequent;;;2;-phonie;2;FALSE
P;1;1;phonique;;-phonique;voix;Du grec ancien φωνή, phônê (« voix »).;;;;Grec;Frequent;;;1;-phonique;1;FALSE
P;2;1;phonisme;;-phonisme;voix;Du grec ancien φωνή, phônê (« voix »).;;;;Grec;Rare;;;2;-phonisme;2;FALSE
P;2;1;phono;phono-;;la voix;Du grec ancien φωνή, phônê (« voix »).;;;;Grec;Frequent;;phono-;2;;2;FALSE
P;2;3;phore;;-phore;porteur;Du grec ancien φορός, foros (« porteur »).;phore;;;Grec;Frequent;;;2;-phore;2;FALSE
P;2;3;phorie;;-phorie;porteur;Du grec ancien φορός, foros (« porteur »).;phore;;;Grec;Moyen;;;2;-phorie;2;FALSE
P;1;3;phorique;;-phorique;porteur;Du grec ancien φορός, foros (« porteur »).;phore;;;Grec;Moyen;;;1;-phorique;1;FALSE
P;2;3;phorisme;;-phorisme;porteur;Du grec ancien φορός, foros (« porteur »).;phore;;;Grec;Rare;;;2;-phorisme;2;FALSE
P;0;3;phose;;-phose;à la façon;;;;;;Absent;;;0;-phose;0;FALSE
P;2;1;photo;photo-;;la lumière;;;;;;Frequent;;photo-;2;;2;FALSE
P;2;2;phrène;;-phrène;esprit;Du grec ancien φρήν, phrên (« esprit »).;;;;Grec;Rare;;;2;-phrène;2;FALSE
P;2;2;phrénie;;-phrénie;esprit;Du grec ancien φρήν, phrên (« esprit »).;;;;Grec;Moyen;;;2;-phrénie;2;FALSE
P;2;2;phréno;phréno-;;l'esprit;Du grec ancien φρήν, phrên (« esprit »).;;;;Grec;Moyen;;phréno-;2;;2;FALSE
P;2;3;phyco;phyco-;;l'algue;Du grec ancien φῦκος, phûkos (« fucus »).;;;phycologie;Grec;Moyen;;phyco-;2;;2;FALSE
P;2;3;phylaxie;;-phylaxie;protection;Du grec ancien φύλαξις, phulaxis (« protection, garde »).;;;prophylaxie;Grec;Moyen;;;2;-phylaxie;2;FALSE
P;1;3;phyll;phyll-;;la feuille;Du grec ancien φύλλον, phýllon (« feuille »).;;;;Grec;Moyen;;phyll-;1;;1;FALSE
P;2;3;phylle;;-phylle;feuille;Du grec ancien φύλλον, phýllon (« feuille »).;;;;Grec;Frequent;;;2;-phylle;2;FALSE
P;2;3;phyllo;phyllo-;;la feuille;Du grec ancien φύλλον, phýllon (« feuille »).;;;;Grec;Moyen;;phyllo-;2;;2;FALSE
P;2;3;physe;;-physe;production / croissance;Du grec phusis, production, croissance.;;;;Grec;Moyen;;;2;-physe;2;FALSE
P;2;1;physicien;;-physicien;physicien;Du latin physicus (« physique, naturel, des sciences naturelles ») tiré du grec ancien φυσικός, phusikós (« physique, naturel »).;physique;;astrophysicien;Latin;Moyen;;;2;-physicien;2;FALSE
P;2;1;physico;physico-;;la physique;Du latin physicus (« physique, naturel, des sciences naturelles ») tiré du grec ancien φυσικός, phusikós (« physique, naturel »).;physique;;physicochimique;Latin;Rare;;physico-;2;;2;FALSE
P;2;1;physico-;physico--;;la physique;Du latin physicus (« physique, naturel, des sciences naturelles ») tiré du grec ancien φυσικός, phusikós (« physique, naturel »).;physique;;physico-chimique;Latin;Rare;;physico--;2;;2;FALSE
P;2;2;physio;physio-;;le corps;Du grec ancien φύσις, phýsis (« nature »).;physio;;physiologie;Grec;Frequent;;physio-;2;;2;FALSE
P;2;1;physique;;-physique;physique;Du latin physicus (« physique, naturel, des sciences naturelles ») tiré du grec ancien φυσικός, phusikós (« physique, naturel »).;physique;;astrophysique;Latin;Frequent;;;2;-physique;2;FALSE
P;1;2;phyt;phyt-;;le végétal;Du grec ancien φυτόν, phyton (« végétal »).;;;;Grec;Moyen;;phyt-;1;;1;FALSE
P;2;2;phyte;;-phyte;végétal;Du grec ancien φυτόν, phyton (« végétal »).;;;;Grec;Frequent;;;2;-phyte;2;FALSE
P;2;2;phyto;phyto-;;le végétal;Du grec ancien φυτόν, phyton (« végétal »).;;;phytosanitaire;Grec;Frequent;;phyto-;2;;2;FALSE
P;1;2;phyton;;-phyton;végétal;Du grec ancien φυτόν, phyton (« végétal »).;;;trichophyton;Grec;Rare;;;1;-phyton;1;FALSE
P;2;3;pico;pico-;;10^-12;De l’italien piccolo (« petit »).;;;picogramme;Italien;Absent;;pico-;2;;2;FALSE
P;2;3;piézo;piézo-;;la pression;Du grec ancien πιέζω, piézô (« serrer, presser »).;piézo;;piézoélectrique;Grec;Moyen;;piézo-;2;;2;FALSE
P;2;1;pifo;pifo-;;la chance;;;;pifomètre;Néologisme amusant;Rare;;pifo-;2;;2;FALSE
P;2;3;pisci;pisci-;;le poisson;Du latin piscis (« poisson »).;pisci;;pisciculture;Latin;Moyen;;pisci-;2;;2;FALSE
P;2;2;pithéco;pithéco-;;le singe;;;;;;Rare;;pithéco-;2;;2;FALSE
P;2;2;pithèque;;-pithèque;singe;;;;;;Moyen;;;2;-pithèque;2;FALSE
P;2;2;plan;;-plan;plan(e);Du latin planus (« unis, plat, égal »).;plano;;hyperplan;Latin;Moyen;;;2;-plan;2;FALSE
P;2;2;plane;;-plane;plan(e);Du latin planus (« unis, plat, égal »).;plano;;aéroplane;Latin;Rare;;;2;-plane;2;FALSE
P;2;2;plani;plani-;;plan(e);Du latin planus (« unis, plat, égal »).;plano;;planisphère;Latin;Moyen;;plani-;2;;2;FALSE
P;2;2;plano;plano-;;plan(e);Du latin planus (« unis, plat, égal »).;plano;;planologie;Latin;Rare;;plano-;2;;2;FALSE
P;1;2;plant;plant-;;la plante;Du latin plantatus, participe passé de planto, de planta (« plante »).;;;transplantation;Latin;Moyen;;plant-;1;;1;FALSE
P;2;3;plasie;;-plasie;façonnement;Du latin plasma (« forme, figure »), lui-même du grec ancien πλαστός, plastos (« moulé, formé »).;plasmo;;;Latin;Frequent;;;2;-plasie;2;FALSE
P;2;3;plasm;plasm-;;la formation;Du latin plasma (« forme, figure »), lui-même du grec ancien πλαστός, plastos (« moulé, formé »).;plasmo;;;Latin;Moyen;;plasm-;2;;2;FALSE
P;2;3;plasma;plasma-;;la formation;Du latin plasma (« forme, figure »), lui-même du grec ancien πλαστός, plastos (« moulé, formé »).;plasmo;;;Latin;Rare;;plasma-;2;;2;FALSE
P;2;3;plasme;;-plasme;formé(e) de;Du latin plasma (« forme, figure »), lui-même du grec ancien πλαστός, plastos (« moulé, formé »).;plasmo;;;Latin;Moyen;;;2;-plasme;2;FALSE
P;2;3;plasmo;plasmo-;;la formation;Du latin plasma (« forme, figure »), lui-même du grec ancien πλαστός, plastos (« moulé, formé »).;plasmo;;;Latin;Moyen;;plasmo-;2;;2;FALSE
P;2;3;plaste;;-plaste;modeleur;Du latin plasma (« forme, figure »), lui-même du grec ancien πλαστός, plastos (« moulé, formé »).;plasmo;;;Latin;Moyen;;;2;-plaste;2;FALSE
P;2;3;plastie;;-plastie;façonnement;Du latin plasma (« forme, figure »), lui-même du grec ancien πλαστός, plastos (« moulé, formé »).;plasmo;;;Latin;Frequent;;;2;-plastie;2;FALSE
P;2;3;plastique;;-plastique;façonnement;Du latin plasma (« forme, figure »), lui-même du grec ancien πλαστός, plastos (« moulé, formé »).;plasmo;;;Latin;Frequent;;;2;-plastique;2;FALSE
P;2;2;plégie;;-plégie;paralysie;;;;;;Frequent;;;2;-plégie;2;FALSE
P;1;2;plégique;;-plégique;paralysie;;;;;;Moyen;;;1;-plégique;1;FALSE
P;2;2;plégisme;;-plégisme;paralysie;;;;;;Absent;;;2;-plégisme;2;FALSE
P;2;3;pleuro;pleuro-;;le coté -> la plèvre;Du grec ancien πλευρόν, pleurón (« côte, côté, flanc »).;;;pleuroscopie;Grec;Moyen;;pleuro-;2;;2;FALSE
P;0;3;plexie;;-plexie;choc;;;;apoplexie, cataplexie, cryoplexie;;Absent;;;0;-plexie;0;FALSE
P;0;3;plouto;plouto-;;la richesse;;;Un seul mot trouvé : ploutocrate;ploutocrate;;Absent;;plouto-;0;;0;FALSE
P;2;1;pluri;pluri-;;multiple / nombreux (-ses);;;;;;Moyen;;pluri-;2;;2;FALSE
P;2;1;pluvio;pluvio-;;la pluie;Du latin pluvia (« pluie »).;;;pluviométrie;Latin;Rare;;pluvio-;2;;2;FALSE
P;1;2;pneum;pneum-;;le poumon;Du grec ancien πνεῦμα, pneûma (« souffle, respiration »).;;;pneumarthrose;Grec;Rare;;pneum-;1;;1;FALSE
P;2;2;pneumato;pneumato-;;le souffle -> l'esprit;Du grec ancien πνεῦμα, πνεύματος, pneüma, pneümatos (« souffle »).;;;pneumatologue;Grec;Moyen;;pneumato-;2;;2;FALSE
P;2;2;pneumo;pneumo-;;le poumon;Du grec ancien πνεῦμα, pneûma (« souffle, respiration »).;;;pneumologie;Grec;Frequent;;pneumo-;2;;2;FALSE
P;1;2;pneumon;pneumon-;;le poumon;Du grec ancien πνεῦμα, pneûma (« souffle, respiration »).;;;pneumonectomie;Grec;Moyen;;pneumon-;1;;1;FALSE
P;2;2;pneumono;pneumono-;;le poumon;Du grec ancien πνεῦμα, pneûma (« souffle, respiration »).;;;pneumonologie;Grec;Rare;;pneumono-;2;;2;FALSE
P;2;2;pode;;-pode;pied;Du grec ancien πούς, pous (« pied ») via son génitif ποδός, podos. Le suffixe signifie littéralement « de pied », « du pied », « pédestre ».;;;;Grec;Frequent;;;2;-pode;2;FALSE
P;2;2;podo;podo-;;le pied;Du grec ancien πούς, ποδός, poús, podós (« pied »).;;;;Grec;Moyen;;podo-;2;;2;FALSE
P;2;3;poïèse;;-poïèse;création;Du grec ancien ποίησις, poïêsis (« action de faire », « création »).;poïèse;;;Grec;Frequent;;;2;-poïèse;2;FALSE
P;2;2;pole;;-pole;ville;Du grec « polis » signifiant la ville.;;;;Grec;Moyen;;;2;-pole;2;FALSE
P;2;2;poli;poli-;;la ville;Du grec « polis » signifiant la ville.;;;policlinique;Grec;Rare;;poli-;2;;2;FALSE
P;2;2;poly;poly-;;multiple;;;;;;Frequent;;poly-;2;;2;FALSE
P;2;1;porno;porno-;;prostitué(e) -> l'acte charnel;Du grec ancien πόρνος, pornos (masculin), πόρνη, pornē (féminin) (« prostitué(e) »).;porno;;;Grec;Moyen;;porno-;2;;2;FALSE
P;1;3;poros;poros-;;le passage;Du latin porus (« conduit », « passage »), emprunté au grec ancien πόρος, póros (« passage », « voie de communication »), avec le suffixe -ose.;poros;;porosité;Latin;Absent;;poros-;1;;1;FALSE
P;2;3;porose;;-porose;passage;Du latin porus (« conduit », « passage »), emprunté au grec ancien πόρος, póros (« passage », « voie de communication »), avec le suffixe -ose.;poros;;;Latin;Rare;;;2;-porose;2;FALSE
P;2;3;port;;-port;passage;Du latin portus (« passage »).;poros;;;Latin;Moyen;;;2;-port;2;FALSE
P;2;2;post;post-;;après;Du latin post (« après, derrière »).;;;;Latin;Moyen;;post-;2;;2;FALSE
P;1;3;pour;pour-;;la perfection / complet(e);Du latin per- ou pro-.;;Préfixe qui a le sens de « perfection, action complète, achevée ».;pourchasser;Latin;Absent;;pour-;1;;1;FALSE
P;2;3;praxie;;-praxie;action;Du grec ancien πρᾶξις, praxis (« action »).;praxie;;chiropraxie;Grec;Moyen;;;2;-praxie;2;FALSE
P;2;1;pré;pré-;;avant;De l’adverbe et préfixe latin prae (« devant, avant »).;;;préhistoire;Latin;Frequent;;pré-;2;;2;FALSE
P;2;3;presby;presby-;;vieux (vieille) -> diminution;Du grec ancien πρέσβυς, presbus (« vieux »).;;;presbyte, presbyacousie;Grec;Rare;;presby-;2;;2;FALSE
P;2;1;pro;pro-;;devant / en faveur de / à la place de;Du grec ancien πρό, pro (« pour »).;;;;Grec;Frequent;;pro-;2;;2;FALSE
P;1;3;proct;proct-;;l'anus;Du grec ancien πρωκτός, prôktós (« anus »).;;;proctalgie;Grec;Rare;;proct-;1;;1;FALSE
P;2;3;procto;procto-;;l'anus;Du grec ancien πρωκτός, prôktós (« anus »).;;;proctologue;Grec;Moyen;;procto-;2;;2;FALSE
P;1;2;prostato;prostato-;;la prostate;Emprunt savant au grec ancien προστάτης, prostatês (« qui se tient devant »), composé de πρό, pro- (« devant ») et στατός, statos (« stable »).;;;prostatocèle;Grec;Rare;;prostato-;1;;1;FALSE
P;1;2;prot;prot-;;premier(ère);Du grec ancien πρῶτος, protos (« premier »).;;;;Grec;Moyen;;prot-;1;;1;FALSE
P;1;2;proté;proté-;;la protéine;Du grec ancien πρωτεῖον, prôteíon (« tout premier »).;;;protéique;Grec;Moyen;;proté-;1;;1;FALSE
P;1;2;protéin;protéin-;;la protéine;Du grec ancien πρωτεῖον, prôteíon (« tout premier »).;;;protéinémie;Grec;Moyen;;protéin-;1;;1;FALSE
P;2;2;protéino;protéino-;;la protéine;Du grec ancien πρωτεῖον, prôteíon (« tout premier »).;;;protéinothérapie;Grec;Moyen;;protéino-;2;;2;FALSE
P;2;2;proto;proto-;;premier(ère);Du grec ancien πρῶτος, protos (« premier »).;;;;Grec;Frequent;;proto-;2;;2;FALSE
P;1;1;pseud;pseud-;;faux -> presque;Du grec ancien ψευδής, pseudês (« faux, erroné »).;;;pseudencéphale;Grec;Rare;;pseud-;1;;1;FALSE
P;2;1;pseudo;pseudo-;;faux -> presque;Du grec ancien ψευδής, pseudês (« faux, erroné »).;;;;Grec;Frequent;;pseudo-;2;;2;FALSE
P;1;1;psych;psych-;;l'âme;Du grec ancien ψυχή, psukhế (« âme, esprit »).;;;;Grec;Frequent;;psych-;1;;1;FALSE
P;2;1;psycho;psycho-;;l'âme;Du grec ancien ψυχή, psukhế (« âme, esprit »).;;;;Grec;Frequent;;psycho-;2;;2;FALSE
P;2;2;ptère;;-ptère;aile;;;;;;Frequent;;;2;-ptère;2;FALSE
P;2;2;ptéro;ptéro-;;l'aile;;;;;;Moyen;;ptéro-;2;;2;FALSE
P;2;3;ptose;;-ptose;chute;Du grec ancien πτῶσις, ptôsis (« chute »).;;;;Grec;Frequent;;;2;-ptose;2;FALSE
P;0;3;ptysie;;-ptysie;cracher;;;;hémoptysie;;Absent;;;0;-ptysie;0;FALSE
P;1;1;publi;publi-;;la publicité;Du latin publicitas « état de ce qui est public ».;publi : publicité;;publivore;Latin;Rare;;publi-;1;;1;FALSE
P;1;1;publi;publi-;;public (publique);Pour l’adjectif, du latin publicus (« qui concerne l'État, qui intéresse le public »), pour le nom, du latin publicum (« intérêt public »), tout deux dérivant - avec l’ajout du suffixe adjectival icus - de poplicus issu de populus (« peuple ») avec l’influence, par proximité phonétique et sémantique, de pubes (« adulte »).;publi : public;;publication;Latin;Rare;;publi-;1;;1;TRUE
P;2;3;pyge;;-pyge;fesse;Du grec ancien πυγή, pygế (« fesse »).;;;;Grec;Moyen;;;2;-pyge;2;FALSE
P;2;3;pygie;;-pygie;fesse;Du grec ancien πυγή, pygế (« fesse »).;;;;Grec;Rare;;;2;-pygie;2;FALSE
P;2;3;pygo;pygo-;;la fesse;Du grec ancien πυγή, pygế (« fesse »).;;;;Grec;Rare;;pygo-;2;;2;FALSE
P;2;1;pyro;pyro-;;le feu;;;;;;Frequent;;pyro-;2;;2;FALSE
Q;2;1;quadra;quadra-;;quarante;Du latin -quadra, par ex. dans quadragenarius (« quadragénaire »).;;;quadragénaire;Latin;Rare;;quadra-;2;;2;FALSE
Q;2;1;quadri;quadri-;;quatre;Du latin quadri- : quatre, quadruple.;quadri;;quadriple, quadrilatère, quadrièdre;Latin;Moyen;;quadri-;2;;2;FALSE
Q;2;1;quadru;quadru-;;quatre;Du latin quadri- : quatre, quadruple.;quadri;;quadrumane : un animal dont les quatre membres se terminent par un organe de préhension.;Latin;Rare;;quadru-;2;;2;FALSE
Q;1;1;quart;quart-;;quatre;;quart;;quartanier (sanglier de quatre ans);;Rare;;quart-;1;;1;FALSE
Q;2;2;quater;quater-;;quatre;;quater;;quaternaire (la dernière ère géologique / qui est formé de quatre éléments / disposé, divisible par quatre);;Rare;;quater-;2;;2;FALSE
Q;1;2;quinqu;quinqu-;;cinq;Du latin -quinqua, par ex. dans quinquagenarius (« quinquagénaire »).;quinqua;;quinquennal;Latin;Absent;;quinqu-;1;;1;FALSE
Q;2;2;quinqua;quinqua-;;cinquante;Du latin -quinqua, par ex. dans quinquagenarius (« quinquagénaire »).;quinqua;;quinquagénaire;Latin;Rare;;quinqua-;2;;2;FALSE
R;1;2;radi;radi-;;le rayonnement;Du latin radius (« rayon »).;;;radiesthésie;Latin;Moyen;;radi-;1;;1;FALSE
R;0;3;radic;radic-;;la racine;Du latin radicula, diminutif de radix (« racine »).;;Pas d'exemple trouvé;;Latin;Absent;;radic-;0;;0;FALSE
R;1;3;radico;radico-;;la racine;Du latin radicula, diminutif de radix (« racine »).;;;radicotomie;Latin;Rare;;radico-;1;;1;FALSE
R;1;3;radicul;radicul-;;la racine;Du latin radicula, diminutif de radix (« racine »).;;;radiculalgie;Latin;Rare;;radicul-;1;;1;FALSE
R;1;3;radiculo;radiculo-;;la racine;Du latin radicula, diminutif de radix (« racine »).;;;radiculographie;Latin;Rare;;radiculo-;1;;1;FALSE
R;2;2;radio;radio-;;le rayonnement;Du latin radius (« rayon »).;;;radiologue;Latin;Frequent;;radio-;2;;2;FALSE
R;0;2;rect;rect-;;le rectum;Du latin rectus (« droit ») par ellipse de rectum intestinum (« intestin droit ») : le rectum ayant une forme droite.;;;rectal, rectite;Latin;Absent;;rect-;0;;0;FALSE
R;2;2;recto;recto-;;le rectum;Du latin rectus (« droit ») par ellipse de rectum intestinum (« intestin droit ») : le rectum ayant une forme droite.;;;rectoscope;Latin;Moyen;;recto-;2;;2;FALSE
R;2;2;réflexo;réflexo-;;le massage;;réflexo;Massage autour des zones dites « réflexes » du pied.;réflexologie;Néologisme amusant;Moyen;réflexologie, réflexologique, réflexologue;réflexo-;2;;2;FALSE
R;2;1;réflexo;réflexo-;;le réflexe;Du latin reflexus.;reflexus;;réflexogène;Latin;Moyen;;réflexo-;2;;2;TRUE
R;2;2;rétino;rétino-;;les rets -> la rétine;Du latin classique rete (« filet, rets ») qui donne retina en bas latin, la rétine présentant un réseau de vaisseaux sanguins.;;;rétinoscopie;Latin;Moyen;;rétino-;2;;2;FALSE
R;2;1;rétro;rétro-;;en arrière;;;;;;Moyen;;rétro-;2;;2;FALSE
R;0;3;rexie;;-rexie;obsession;Voir -orexie.;;;;Grec;Absent;;;0;-rexie;0;FALSE
R;2;2;rhéo;rhéo-;;l'écoulement;Du grec ancien ῥέω, rhéô (« couler »).;;;;Grec;Frequent;;rhéo-;2;;2;FALSE
R;2;3;rhino;rhino-;;le nez;Du grec ancien ῥίς, ῥινός, rhís, rhinós (« nez »).;;;;Grec;Frequent;;rhino-;2;;2;FALSE
R;1;3;rhiz;rhiz-;;la racine;Du grec ancien ῥίζα, rhiza (« racine »).;;;;Grec;Moyen;;rhiz-;1;;1;FALSE
R;2;3;rhize;;-rhize;racine;Du grec ancien ῥίζα, rhiza (« racine »).;;;;Grec;Rare;;;2;-rhize;2;FALSE
R;2;3;rhizo;rhizo-;;la racine;Du grec ancien ῥίζα, rhiza (« racine »).;;;;Grec;Frequent;;rhizo-;2;;2;FALSE
R;2;3;ribo;ribo-;;le sucre ribose;Élément tiré du radical de ribose et de ribonique : (1892) Formé à partir de l’acide ribonique, lui-même provenant d’une inversion de lettres sur le mot acide arabonique (1892), de arabine (1887) (« principe actif trouvé dans la gomme arabique »).;;;ribosome;Moderne;Moyen;;ribo-;2;;2;FALSE
R;2;1;robot;;-robot;robot;Du tchèque robot dérivé de robota (« travail, besogne, corvée »).;;;nanorobot;Moderne;Rare;;;2;-robot;2;FALSE
R;2;1;roboti;roboti-;;le robot;Du tchèque robot dérivé de robota (« travail, besogne, corvée »).;;;roboticien;Moderne;Absent;;roboti-;2;;2;FALSE
R;2;3;rostre;;-rostre;bec;Du latin rostrum (« bec », et « éperon », par analogie).;;;lévirostre;Moderne;Moyen;;;2;-rostre;2;FALSE
R;2;2;rragie;;-rragie;écoulement;Du grec ancien ῥέω, rhéô (« couler »).;;;;Grec;Frequent;;;2;-rragie;2;FALSE
R;2;3;rraphie;;-rraphie;suture;Du grec ancien ῥαφή, rhaphê (« couture »).;;;;Grec;Moyen;;;2;-rraphie;2;FALSE
R;2;2;rrhée;;-rrhée;écoulement;Du grec ancien ῥέω, rhéô (« couler »).;;;;Grec;Frequent;;;2;-rrhée;2;FALSE
R;2;3;rubé;rubé-;;rouge;Du latin ruber (« rouge »).;rubé;;;Latin;Absent;;rubé-;2;;2;FALSE
R;2;1;rythmo;rythmo-;;le rythme;;;;;;Rare;;rythmo-;2;;2;FALSE
