mot;DÉFINITION;préfixe;suffixe;niveau préfixe;niveau suffixe;unicité préfixe;unicité suffixe;fréq. préfixe;fréq. suffixe
cocycle;CERCLE  AVEC;co;cycle;2;1;;cyclo;Frequent;Moyen
cocyclique;CIRCULARITÉ  AVEC;co;cyclique;2;1;;cyclo;Frequent;Frequent
coeur;AGENT / QUALITÉ  AVEC;co;eur;2;2;;;Frequent;Frequent
coite;INFLAMMATION  AVEC;co;ite;2;2;;;Frequent;Frequent
coléocèle;TUMEUR / HERNIE  DE L'ÉTUI;coléo;cèle;3;3;;;Moyen;Frequent
coléoderme;PEAU  DE L'ÉTUI;coléo;derme;3;1;;;Moyen;Frequent
coléophore;PORTEUR  DE L'ÉTUI;coléo;phore;3;3;;phore;Moyen;Frequent
coléophylle;FEUILLE  DE L'ÉTUI;coléo;phylle;3;3;;;Moyen;Frequent
coléopode;PIED  DE L'ÉTUI;coléo;pode;3;2;;;Moyen;Frequent
coléoptère;AILE  DE L'ÉTUI;coléo;ptère;3;2;;;Moyen;Frequent
coléoptose;CHUTE  DE L'ÉTUI;coléo;ptose;3;3;;;Moyen;Frequent
collapsologie;ÉTUDE  DE L'EFFONDREMENT;collapso;logie;2;1;;logo;Rare;Frequent
collapsothérapie;MÉDECINE  DE L'EFFONDREMENT;collapso;thérapie;2;1;;thérapie;Rare;Frequent
cololyse;DÉCOMPOSITION  DU CÔLON;colo;lyse;3;2;;;Frequent;Frequent
colopathie;MALADIE  DU CÔLON;colo;pathie;3;2;;patho (souffrance);Frequent;Frequent
colopexie;FIXATION  DU CÔLON;colo;pexie;3;3;;;Frequent;Frequent
colophane;APPARITION  DU CÔLON;colo;phane;3;3;;;Frequent;Moyen
coloptose;CHUTE  DU CÔLON;colo;ptose;3;3;;;Frequent;Frequent
colorieur;AGENT / QUALITÉ  DE LA COULEUR;colori;eur;1;2;colore;;Moyen;Frequent
colorigène;GÉNÉRATEUR / ORIGINE  DE LA COULEUR;colori;gène;1;2;colore;gène;Moyen;Frequent
colorigrade;MARCHE  DE LA COULEUR;colori;grade;1;3;colore;;Moyen;Moyen
colorimètre;MESUREUR  DE LA COULEUR;colori;mètre;1;1;colore;métro (métron);Moyen;Frequent
colorimétrie;MESURE  DE LA COULEUR;colori;métrie;1;1;colore;métro (métron);Moyen;Frequent
colorimétrique;MESURAGE  DE LA COULEUR;colori;métrique;1;1;colore;métro (métron);Moyen;Frequent
colorraphie;SUTURE  DU CÔLON;colo;rraphie;3;3;;;Frequent;Moyen
coloscope;VISIONNEUSE  DU CÔLON;colo;scope;3;1;;scope;Frequent;Frequent
coloscopie;EXAMEN  DU CÔLON;colo;scopie;3;1;;scope;Frequent;Frequent
colostomie;BOUCHE  DU CÔLON;colo;stomie;3;3;;;Frequent;Frequent
colotomie;DÉCOUPE  DU CÔLON;colo;tomie;3;2;;tomo;Frequent;Frequent
colpocèle;TUMEUR / HERNIE  DU VAGIN;colpo;cèle;3;3;;;Frequent;Frequent
colpogramme;ÉCRITURE  DU VAGIN;colpo;gramme;3;2;;gramma;Frequent;Frequent
colpopexie;FIXATION  DU VAGIN;colpo;pexie;3;3;;;Frequent;Frequent
colpoplastie;FAÇONNEMENT  DU VAGIN;colpo;plastie;3;3;;plasmo;Frequent;Frequent
colpoptose;CHUTE  DU VAGIN;colpo;ptose;3;3;;;Frequent;Frequent
colporraphie;SUTURE  DU VAGIN;colpo;rraphie;3;3;;;Frequent;Moyen
colposcope;VISIONNEUSE  DU VAGIN;colpo;scope;3;1;;scope;Frequent;Frequent
colposcopie;EXAMEN  DU VAGIN;colpo;scopie;3;1;;scope;Frequent;Frequent
colposténose;RÉTRÉCISSEMENT  DU VAGIN;colpo;sténose;3;3;;;Frequent;Moyen
colpotomie;DÉCOUPE  DU VAGIN;colpo;tomie;3;2;;tomo;Frequent;Frequent
colpotrope;ORIENTATION  DU VAGIN;colpo;trope;3;2;;trope;Frequent;Frequent
comarque;GOUVERNEUR  AVEC;com;arque;2;2;;arche;Moyen;Moyen
comique;À PROPOS  AVEC;com;ique;2;2;;;Moyen;Frequent
comite;INFLAMMATION  AVEC;com;ite;2;2;;;Moyen;Frequent
commère;PARTIE  AVEC;com;mère;2;3;;;Moyen;Frequent
compare;QUI ENGENDRE  AVEC;com;pare;2;2;;;Moyen;Moyen
conation;ACTION  AVEC;con;ation;2;2;;ation;Frequent;Frequent
concentre;CENTRE  AVEC;con;centre;2;1;;centro;Frequent;Moyen
concentrique;CENTRÉ  AVEC;con;centrique;2;1;;centro;Frequent;Frequent
conchoïde;APPARENCE  DE LA COQUILLE;concho;ïde;3;3;concho;;Rare;Frequent
conchophore;PORTEUR  DE LA COQUILLE;concho;phore;3;3;concho;phore;Rare;Frequent
conchotomie;DÉCOUPE  DE LA COQUILLE;concho;tomie;3;2;concho;tomo;Rare;Frequent
conchylioïde;APPARENCE  DU COQUILLAGE;conchylio;ïde;3;3;concho;;Moyen;Frequent
conchyliologie;ÉTUDE  DU COQUILLAGE;conchylio;logie;3;1;concho;logo;Moyen;Frequent
conchyliologique;ÉTUDE  DU COQUILLAGE;conchylio;logique;3;1;concho;logo;Moyen;Frequent
conchyliologiste;SPÉCIALISTE  DU COQUILLAGE;conchylio;logiste;3;1;concho;logo;Moyen;Frequent
conchyliophore;PORTEUR  DU COQUILLAGE;conchylio;phore;3;3;concho;phore;Moyen;Frequent
conducteur;QUI CONDUIT  AVEC;con;ducteur;2;2;;duc;Frequent;Moyen
conductrice;QUI CONDUIT  AVEC;con;ductrice;2;2;;duc;Frequent;Moyen
confère;PORTER  AVEC;con;fère;2;2;;;Frequent;Frequent
conforme;FORME  AVEC;con;forme;2;1;;forme;Frequent;Frequent
conformisme;FORME  AVEC;con;formisme;2;1;;forme;Frequent;Moyen
congénique;DÉVELOPPEMENT  AVEC;con;génique;2;2;;gène;Frequent;Frequent
conique;À PROPOS  AVEC;con;ique;2;2;;;Frequent;Frequent
constat;MAINTIEN  AVEC;con;stat;2;2;;statos;Frequent;Frequent
contracyclique;CIRCULARITÉ  CONTRE;contra;cyclique;1;1;;cyclo;Rare;Frequent
convoque;SENS  AVEC;con;voque;2;2;;voque;Frequent;Moyen
coproculture;CULTURE  DE L'EXCRÉMENT;copro;culture;3;2;copro;cult;Moyen;Frequent
coproducteur;QUI CONDUIT  DE L'EXCRÉMENT;copro;ducteur;3;2;copro;duc;Moyen;Moyen
coproductrice;QUI CONDUIT  DE L'EXCRÉMENT;copro;ductrice;3;2;copro;duc;Moyen;Moyen
coprolalie;BAVARDAGE  DE L'EXCRÉMENT;copro;lalie;3;3;copro;;Moyen;Moyen
coprolithe;PIERRE  DE L'EXCRÉMENT;copro;lithe;3;2;copro;litho;Moyen;Frequent
coprologie;ÉTUDE  DE L'EXCRÉMENT;copro;logie;3;1;copro;logo;Moyen;Frequent
coprologique;ÉTUDE  DE L'EXCRÉMENT;copro;logique;3;1;copro;logo;Moyen;Frequent
copromanie;OBSESSION  DE L'EXCRÉMENT;copro;manie;3;2;copro;mane (mania);Moyen;Frequent
coprome;TUMEUR  DE L'EXCRÉMENT;copr(o);ome;3;2;copro;;Moyen;Frequent
copronyme;NOM  DE L'EXCRÉMENT;copr(o);onyme;3;3;copro;;Moyen;Frequent
coprophage;MANGEUR  DE L'EXCRÉMENT;copro;phage;3;2;copro;phago;Moyen;Frequent
coprophagie;ALIMENTATION  DE L'EXCRÉMENT;copro;phagie;3;2;copro;phago;Moyen;Frequent
coprophile;AMOUREUX  DE L'EXCRÉMENT;copro;phile;3;1;copro;philo;Moyen;Frequent
coprophilie;AMOUR  DE L'EXCRÉMENT;copro;philie;3;1;copro;philo;Moyen;Frequent
coproscopie;EXAMEN  DE L'EXCRÉMENT;copro;scopie;3;1;copro;scope;Moyen;Frequent
coprostase;ARRÊT  DE L'EXCRÉMENT;copro;stase;3;2;copro;statos;Moyen;Moyen
coprostasie;ARRÊT  DE L'EXCRÉMENT;copro;stasie;3;2;copro;statos;Moyen;Moyen
corticogenèse;CRÉATION  DE L'ÉCORCE / DU CORTEX;cortico;genèse;3;2;;gène;Moyen;Frequent
corticographie;ÉCRITURE  DE L'ÉCORCE / DU CORTEX;cortico;graphie;3;2;;grapho;Moyen;Frequent
corticoïde;APPARENCE  DE L'ÉCORCE / DU CORTEX;cortico;ïde;3;3;;;Moyen;Frequent
corticomimétique;IMITATION  DE L'ÉCORCE / DU CORTEX;cortico;mimétique;3;2;;;Moyen;Moyen
corticothérapie;MÉDECINE  DE L'ÉCORCE / DU CORTEX;cortico;thérapie;3;1;;thérapie;Moyen;Frequent
corticotrope;ORIENTATION  DE L'ÉCORCE / DU CORTEX;cortico;trope;3;2;;trope;Moyen;Frequent
cosmochimie;CHIMIE  DE L'UNIVERS;cosmo;chimie;1;1;cosmo;chimie;Frequent;Frequent
cosmocratie;GOUVERNANCE  DE L'UNIVERS;cosmo;cratie;1;1;cosmo;crate;Frequent;Frequent
cosmodrome;PISTE  DE L'UNIVERS;cosmo;drome;1;1;cosmo;drome;Frequent;Frequent
cosmogénique;DÉVELOPPEMENT  DE L'UNIVERS;cosmo;génique;1;2;cosmo;gène;Frequent;Frequent
cosmognose;CONNAISSANCE  DE L'UNIVERS;cosmo;gnose;1;2;cosmo;;Frequent;Moyen
cosmogonie;PROCRÉATION  DE L'UNIVERS;cosmo;gonie;1;2;cosmo;gono (gonos);Frequent;Moyen
cosmographe;QUI ÉCRIT  DE L'UNIVERS;cosmo;graphe;1;2;cosmo;grapho;Frequent;Frequent
cosmographie;ÉCRITURE  DE L'UNIVERS;cosmo;graphie;1;2;cosmo;grapho;Frequent;Frequent
cosmographique;ÉCRITURE  DE L'UNIVERS;cosmo;graphique;1;2;cosmo;grapho;Frequent;Frequent
cosmologie;ÉTUDE  DE L'UNIVERS;cosmo;logie;1;1;cosmo;logo;Frequent;Frequent
cosmologique;ÉTUDE  DE L'UNIVERS;cosmo;logique;1;1;cosmo;logo;Frequent;Frequent
cosmologiste;SPÉCIALISTE  DE L'UNIVERS;cosmo;logiste;1;1;cosmo;logo;Frequent;Frequent
cosmologue;SPÉCIALISTE / DISCOURS  DE L'UNIVERS;cosmo;logue;1;1;cosmo;logo;Frequent;Frequent
cosmométrie;MESURE  DE L'UNIVERS;cosmo;métrie;1;1;cosmo;métro (métron);Frequent;Frequent
cosmonaute;NAVIGATEUR  DE L'UNIVERS;cosmo;naute;1;1;cosmo;naute;Frequent;Moyen
cosmonomie;LOI  DE L'UNIVERS;cosmo;nomie;1;2;cosmo;;Frequent;Frequent
cosmonomique;LOI  DE L'UNIVERS;cosmo;nomique;1;2;cosmo;;Frequent;Frequent
cosmophysique;PHYSIQUE  DE L'UNIVERS;cosmo;physique;1;1;cosmo;physique;Frequent;Frequent
cosmosophie;SAGESSE  DE L'UNIVERS;cosmo;sophie;1;2;cosmo;sophia;Frequent;Moyen
cosmosophique;SAGESSE  DE L'UNIVERS;cosmo;sophique;1;2;cosmo;sophia;Frequent;Moyen
cosphérique;SPHÈRE  AVEC;co;sphérique;2;1;;;Frequent;Frequent
courantologie;ÉTUDE  DU COURANT;couranto;logie;1;1;;logo;Rare;Frequent
courantologique;ÉTUDE  DU COURANT;couranto;logique;1;1;;logo;Rare;Frequent
courantologue;SPÉCIALISTE / DISCOURS  DU COURANT;couranto;logue;1;1;;logo;Rare;Frequent
courantomètre;MESUREUR  DU COURANT;couranto;mètre;1;1;;métro (métron);Rare;Frequent
courge;TRAVAILLEUR  AVEC;co;urge;2;2;;ergo;Frequent;Rare
covalent;VALEUR / SENS / CAPACITÉ / ASPECT  AVEC;co;valent;2;2;;valent;Frequent;Moyen
cranioclasie;CASSURE  DU CRÂNE;cranio;clasie;2;3;;clase;Frequent;Moyen
cranioclaste;CASSEUR  DU CRÂNE;cranio;claste;2;3;;clase;Frequent;Moyen
craniographe;QUI ÉCRIT  DU CRÂNE;cranio;graphe;2;2;;grapho;Frequent;Frequent
craniographie;ÉCRITURE  DU CRÂNE;cranio;graphie;2;2;;grapho;Frequent;Frequent
craniographique;ÉCRITURE  DU CRÂNE;cranio;graphique;2;2;;grapho;Frequent;Frequent
craniologie;ÉTUDE  DU CRÂNE;cranio;logie;2;1;;logo;Frequent;Frequent
craniologique;ÉTUDE  DU CRÂNE;cranio;logique;2;1;;logo;Frequent;Frequent
craniologiste;SPÉCIALISTE  DU CRÂNE;cranio;logiste;2;1;;logo;Frequent;Frequent
craniologue;SPÉCIALISTE / DISCOURS  DU CRÂNE;cranio;logue;2;1;;logo;Frequent;Frequent
craniomalacie;RAMOLLISSEMENT  DU CRÂNE;cranio;malacie;2;3;;malaco;Frequent;Moyen
craniomancie;PRÉDICTION  DU CRÂNE;cranio;mancie;2;2;;mancie;Frequent;Frequent
craniomètre;MESUREUR  DU CRÂNE;cranio;mètre;2;1;;métro (métron);Frequent;Frequent
craniométrie;MESURE  DU CRÂNE;cranio;métrie;2;1;;métro (métron);Frequent;Frequent
craniométrique;MESURAGE  DU CRÂNE;cranio;métrique;2;1;;métro (métron);Frequent;Frequent
craniopage;ATTACHE  DU CRÂNE;cranio;page;2;3;;;Frequent;Moyen
craniopathie;MALADIE  DU CRÂNE;cranio;pathie;2;2;;patho (souffrance);Frequent;Frequent
cranioplastie;FAÇONNEMENT  DU CRÂNE;cranio;plastie;2;3;;plasmo;Frequent;Frequent
craniorrhée;ÉCOULEMENT  DU CRÂNE;cranio;rrhée;2;2;;;Frequent;Frequent
cranioscopie;EXAMEN  DU CRÂNE;cranio;scopie;2;1;;scope;Frequent;Frequent
cranioscopique;EXAMEN  DU CRÂNE;cranio;scopique;2;1;;scope;Frequent;Frequent
craniosténose;RÉTRÉCISSEMENT  DU CRÂNE;cranio;sténose;2;3;;;Frequent;Moyen
craniotome;COUPURE  DU CRÂNE;cranio;tome;2;2;;tomo;Frequent;Frequent
craniotomie;DÉCOUPE  DU CRÂNE;cranio;tomie;2;2;;tomo;Frequent;Frequent
criminogène;GÉNÉRATEUR / ORIGINE  DU CRIME;crimino;gène;1;2;;gène;Moyen;Frequent
criminologie;ÉTUDE  DU CRIME;crimino;logie;1;1;;logo;Moyen;Frequent
criminologique;ÉTUDE  DU CRIME;crimino;logique;1;1;;logo;Moyen;Frequent
criminologiste;SPÉCIALISTE  DU CRIME;crimino;logiste;1;1;;logo;Moyen;Frequent
criminologue;SPÉCIALISTE / DISCOURS  DU CRIME;crimino;logue;1;1;;logo;Moyen;Frequent
crinoïde;APPARENCE  DE LA SÉCRÉTION;crino;ïde;3;3;;;Moyen;Frequent
cristallochimie;CHIMIE  DU CRISTAL;cristallo;chimie;1;1;;chimie;Frequent;Frequent
cristallochimique;CHIMIQUE  DU CRISTAL;cristallo;chimique;1;1;;chimie;Frequent;Frequent
cristallogène;GÉNÉRATEUR / ORIGINE  DU CRISTAL;cristallo;gène;1;2;;gène;Frequent;Frequent
cristallogenèse;CRÉATION  DU CRISTAL;cristallo;genèse;1;2;;gène;Frequent;Frequent
cristallogénie;DÉVELOPPEMENT  DU CRISTAL;cristallo;génie;1;2;;gène;Frequent;Frequent
cristallographe;QUI ÉCRIT  DU CRISTAL;cristallo;graphe;1;2;;grapho;Frequent;Frequent
cristallographie;ÉCRITURE  DU CRISTAL;cristallo;graphie;1;2;;grapho;Frequent;Frequent
cristallographique;ÉCRITURE  DU CRISTAL;cristallo;graphique;1;2;;grapho;Frequent;Frequent
cristalloïde;APPARENCE  DU CRISTAL;cristallo;ïde;1;3;;;Frequent;Frequent
cristallologie;ÉTUDE  DU CRISTAL;cristallo;logie;1;1;;logo;Frequent;Frequent
cristallologique;ÉTUDE  DU CRISTAL;cristallo;logique;1;1;;logo;Frequent;Frequent
cristallomancie;PRÉDICTION  DU CRISTAL;cristallo;mancie;1;2;;mancie;Frequent;Frequent
cristallométrie;MESURE  DU CRISTAL;cristallo;métrie;1;1;;métro (métron);Frequent;Frequent
cristallométrique;MESURAGE  DU CRISTAL;cristallo;métrique;1;1;;métro (métron);Frequent;Frequent
cristallonomie;LOI  DU CRISTAL;cristallo;nomie;1;2;;;Frequent;Frequent
cristallonomique;LOI  DU CRISTAL;cristallo;nomique;1;2;;;Frequent;Frequent
cristallophone;VOIX  DU CRISTAL;cristallo;phone;1;1;;;Frequent;Frequent
cristallophysique;PHYSIQUE  DU CRISTAL;cristallo;physique;1;1;;physique;Frequent;Frequent
cristallotechnie;TECHNIQUE  DU CRISTAL;cristallo;technie;1;1;;;Frequent;Moyen
cristallotechnique;TECHNIQUE  DU CRISTAL;cristallo;technique;1;1;;;Frequent;Frequent
cristallotomie;DÉCOUPE  DU CRISTAL;cristallo;tomie;1;2;;tomo;Frequent;Frequent
cristallotomique;DÉCOUPE  DU CRISTAL;cristallo;tomique;1;2;;tomo;Frequent;Frequent
crucifère;PORTER  DE LA CROIX;cruci;fère;2;2;;;Rare;Frequent
cruciforme;FORME  DE LA CROIX;cruci;forme;2;1;;forme;Rare;Frequent
crucirostre;BEC  DE LA CROIX;cruci;rostre;2;3;;;Rare;Moyen
cryochimie;CHIMIE  FROID(E);cryo;chimie;2;1;;chimie;Frequent;Frequent
cryofixe;FIXER  FROID(E);cryo;fixe;2;2;;;Frequent;Moyen
cryogène;GÉNÉRATEUR / ORIGINE  FROID(E);cryo;gène;2;2;;gène;Frequent;Frequent
cryogénie;DÉVELOPPEMENT  FROID(E);cryo;génie;2;2;;gène;Frequent;Frequent
cryogénique;DÉVELOPPEMENT  FROID(E);cryo;génique;2;2;;gène;Frequent;Frequent
cryokinésie;MOUVEMENT  FROID(E);cryo;kinésie;2;2;;cinèse;Frequent;Moyen
cryolithe;PIERRE  FROID(E);cryo;lithe;2;2;;litho;Frequent;Frequent
cryologie;ÉTUDE  FROID(E);cryo;logie;2;1;;logo;Frequent;Frequent
cryomagnétique;AIMANTATION  FROID(E);cryo;magnétique;2;1;;magnéto;Frequent;Moyen
cryomagnétisme;AIMANTATION  FROID(E);cryo;magnétisme;2;1;;magnéto;Frequent;Moyen
cryomètre;MESUREUR  FROID(E);cryo;mètre;2;1;;métro (métron);Frequent;Frequent
cryométrie;MESURE  FROID(E);cryo;métrie;2;1;;métro (métron);Frequent;Frequent
cryométrique;MESURAGE  FROID(E);cryo;métrique;2;1;;métro (métron);Frequent;Frequent
cryopathie;MALADIE  FROID(E);cryo;pathie;2;2;;patho (souffrance);Frequent;Frequent
cryophile;AMOUREUX  FROID(E);cryo;phile;2;1;;philo;Frequent;Frequent
cryophore;PORTEUR  FROID(E);cryo;phore;2;3;;phore;Frequent;Frequent
cryophysique;PHYSIQUE  FROID(E);cryo;physique;2;1;;physique;Frequent;Frequent
cryoscopie;EXAMEN  FROID(E);cryo;scopie;2;1;;scope;Frequent;Frequent
cryoscopique;EXAMEN  FROID(E);cryo;scopique;2;1;;scope;Frequent;Frequent
cryosphère;SPHÈRE  FROID(E);cryo;sphère;2;1;;;Frequent;Frequent
cryostat;MAINTIEN  FROID(E);cryo;stat;2;2;;statos;Frequent;Frequent
cryostatique;ARRÊT  FROID(E);cryo;statique;2;2;;statos;Frequent;Frequent
cryotechnique;TECHNIQUE  FROID(E);cryo;technique;2;1;;;Frequent;Frequent
cryothérapie;MÉDECINE  FROID(E);cryo;thérapie;2;1;;thérapie;Frequent;Frequent
cryotron;MACHINE  FROID(E);cryo;tron;2;2;;tron;Frequent;Moyen
cryptandre;HOMME -> MALE  CACHÉ(E);crypt;andre;1;2;;andro;Moyen;Moyen
cryptanthe;FLEUR  CACHÉ(E);crypt;anthe;1;2;;antho;Moyen;Moyen
cryptesthésie;SENSATION  CACHÉ(E);crypt;esthésie;1;2;;;Moyen;Frequent
cryptique;À PROPOS  CACHÉ(E);crypt;ique;1;2;;;Moyen;Frequent
cryptite;INFLAMMATION  CACHÉ(E);crypt;ite;1;2;;;Moyen;Frequent
cryptobiote;VIE  CACHÉ(E);crypto;biote;1;1;;bio;Frequent;Moyen
cryptobiotique;VIE  CACHÉ(E);crypto;biotique;1;1;;bio;Frequent;Moyen
cryptocarpe;FRUIT  CACHÉ(E);crypto;carpe;1;3;;karpos : fruit;Frequent;Frequent
cryptocéphale;TÊTE  CACHÉ(E);crypto;céphale;1;2;;;Frequent;Frequent
cryptocère;CORNE  CACHÉ(E);crypto;cère;1;3;;cérato;Frequent;Frequent
cryptococcose;GRAINE -> BACTÉRIE  CACHÉ(E);crypto;coccose;1;3;;;Frequent;Rare
cryptocoque;GRAINE -> BACTÉRIE  CACHÉ(E);crypto;coque;1;3;;;Frequent;Moyen
cryptogame;MARIÉ  CACHÉ(E);crypto;game;1;2;;game;Frequent;Frequent
cryptogamie;MARIAGE  CACHÉ(E);crypto;gamie;1;2;;game;Frequent;Frequent
cryptogastre;VENTRE / ESTOMAC  CACHÉ(E);crypto;gastre;1;2;;gastro;Frequent;Moyen
cryptogène;GÉNÉRATEUR / ORIGINE  CACHÉ(E);crypto;gène;1;2;;gène;Frequent;Frequent
cryptogénétique;CRÉATION  CACHÉ(E);crypto;génétique;1;2;;gène;Frequent;Frequent
cryptogénique;DÉVELOPPEMENT  CACHÉ(E);crypto;génique;1;2;;gène;Frequent;Frequent
cryptogramme;ÉCRITURE  CACHÉ(E);crypto;gramme;1;2;;gramma;Frequent;Frequent
cryptographe;QUI ÉCRIT  CACHÉ(E);crypto;graphe;1;2;;grapho;Frequent;Frequent
cryptographie;ÉCRITURE  CACHÉ(E);crypto;graphie;1;2;;grapho;Frequent;Frequent
cryptographique;ÉCRITURE  CACHÉ(E);crypto;graphique;1;2;;grapho;Frequent;Frequent
cryptologie;ÉTUDE  CACHÉ(E);crypto;logie;1;1;;logo;Frequent;Frequent
cryptologique;ÉTUDE  CACHÉ(E);crypto;logique;1;1;;logo;Frequent;Frequent
cryptologue;SPÉCIALISTE / DISCOURS  CACHÉ(E);crypto;logue;1;1;;logo;Frequent;Frequent
cryptomètre;MESUREUR  CACHÉ(E);crypto;mètre;1;1;;métro (métron);Frequent;Frequent
cryptomnésie;MÉMOIRE  CACHÉ(E);crypto;mnésie;1;2;;;Frequent;Moyen
cryptonyme;NOM  CACHÉ(E);crypt(o);onyme;1;3;;;Frequent;Frequent
cryptophage;MANGEUR  CACHÉ(E);crypto;phage;1;2;;phago;Frequent;Frequent
cryptophonie;VOIX  CACHÉ(E);crypto;phonie;1;1;;;Frequent;Frequent
cryptophtalmie;OEIL  CACHÉ(E);crypt(o);ophtalmie;1;2;;ophtalmo;Frequent;Moyen
cryptophyte;VÉGÉTAL  CACHÉ(E);crypto;phyte;1;2;;;Frequent;Frequent
cryptopode;PIED  CACHÉ(E);crypto;pode;1;2;;;Frequent;Frequent
curviflore;FLEUR  DE LA COURBE;curvi;flore;1;1;;flore;Moyen;Moyen
curvigraphe;QUI ÉCRIT  DE LA COURBE;curvi;graphe;1;2;;grapho;Moyen;Frequent
curvimètre;MESUREUR  DE LA COURBE;curvi;mètre;1;1;;métro (métron);Moyen;Frequent
curvipède;PIED  DE LA COURBE;curvi;pède;1;2;;;Moyen;Moyen
curvirostre;BEC  DE LA COURBE;curvi;rostre;1;3;;;Moyen;Moyen
cyanation;ACTION  BLEU(E);cyan;ation;3;2;;ation;Moyen;Frequent
cyaneux;AGENT / QUALITÉ  BLEU(E);cyan;eux;3;2;;;Moyen;Frequent
cyanhydrique;EAU  BLEU(E);cyan;hydrique;3;1;;hydro;Moyen;Moyen
cyanide;APPARENCE  BLEU(E);cyan;ide;3;3;;eidos;Moyen;Frequent
cyanique;À PROPOS  BLEU(E);cyan;ique;3;2;;;Moyen;Frequent
cyanite;INFLAMMATION  BLEU(E);cyan;ite;3;2;;;Moyen;Frequent
cyanocarpe;FRUIT  BLEU(E);cyano;carpe;3;3;;karpos : fruit;Frequent;Frequent
cyanocéphale;TÊTE  BLEU(E);cyano;céphale;3;2;;;Frequent;Frequent
cyanodermie;PEAU  BLEU(E);cyano;dermie;3;1;;;Frequent;Moyen
cyanogastre;VENTRE / ESTOMAC  BLEU(E);cyano;gastre;3;2;;gastro;Frequent;Moyen
cyanogène;GÉNÉRATEUR / ORIGINE  BLEU(E);cyano;gène;3;2;;gène;Frequent;Frequent
cyanogénique;DÉVELOPPEMENT  BLEU(E);cyano;génique;3;2;;gène;Frequent;Frequent
cyanogyne;FEMME / FEMELLE  BLEU(E);cyano;gyne;3;2;;gyno;Frequent;Frequent
cyanoïde;APPARENCE  BLEU(E);cyano;ïde;3;3;;;Frequent;Frequent
cyanomètre;MESUREUR  BLEU(E);cyano;mètre;3;1;;métro (métron);Frequent;Frequent
cyanopathie;MALADIE  BLEU(E);cyano;pathie;3;2;;patho (souffrance);Frequent;Frequent
cyanophilie;AMOUR  BLEU(E);cyano;philie;3;1;;philo;Frequent;Frequent
cyanophyte;VÉGÉTAL  BLEU(E);cyano;phyte;3;2;;;Frequent;Frequent
cyanopode;PIED  BLEU(E);cyano;pode;3;2;;;Frequent;Frequent
cyanopsie;VISION  BLEU(E);cyan(o);opsie;3;3;;;Frequent;Frequent
cyanoptère;AILE  BLEU(E);cyano;ptère;3;2;;;Frequent;Frequent
cyanopyge;FESSE  BLEU(E);cyano;pyge;3;3;;;Frequent;Moyen
cyanurie;URINE  BLEU(E);cyan;urie;3;2;;;Moyen;Frequent
cyberculture;CULTURE  PILOTER -> INTERNET;cyber;culture;2;2;;cult;Rare;Frequent
cybernaute;NAVIGATEUR  PILOTER -> INTERNET;cyber;naute;2;1;;naute;Rare;Moyen
cyclable;QUI PEUT ÊTRE  DE LA ROUE;cycl;able;1;1;cyclo;;Moyen;Moyen
cyclide;APPARENCE  DE LA ROUE;cycl;ide;1;3;cyclo;eidos;Moyen;Frequent
cycliste;ADEPTE / SPÉCIALISTE  DE LA ROUE;cycl;iste;1;2;cyclo;;Moyen;Frequent
cyclite;INFLAMMATION  DE LA ROUE;cycl;ite;1;2;cyclo;;Moyen;Frequent
cyclocarpe;FRUIT  DE LA ROUE;cyclo;carpe;1;3;cyclo;karpos : fruit;Frequent;Frequent
cyclocèle;TUMEUR / HERNIE  DE LA ROUE;cyclo;cèle;1;3;cyclo;;Frequent;Frequent
cyclocéphale;TÊTE  DE LA ROUE;cyclo;céphale;1;2;cyclo;;Frequent;Frequent
cyclocéphalie;TÊTE  DE LA ROUE;cyclo;céphalie;1;2;cyclo;;Frequent;Frequent
cyclogastre;VENTRE / ESTOMAC  DE LA ROUE;cyclo;gastre;1;2;cyclo;gastro;Frequent;Moyen
cyclogenèse;CRÉATION  DE LA ROUE;cyclo;genèse;1;2;cyclo;gène;Frequent;Frequent
cyclogénétique;CRÉATION  DE LA ROUE;cyclo;génétique;1;2;cyclo;gène;Frequent;Frequent
cyclographe;QUI ÉCRIT  DE LA ROUE;cyclo;graphe;1;2;cyclo;grapho;Frequent;Frequent
cycloïde;APPARENCE  DE LA ROUE;cyclo;ïde;1;3;cyclo;;Frequent;Frequent
cyclolithe;PIERRE  DE LA ROUE;cyclo;lithe;1;2;cyclo;litho;Frequent;Frequent
cyclométrie;MESURE  DE LA ROUE;cyclo;métrie;1;1;cyclo;métro (métron);Frequent;Frequent
cyclométrique;MESURAGE  DE LA ROUE;cyclo;métrique;1;1;cyclo;métro (métron);Frequent;Frequent
cyclomorphe;FORME  DE LA ROUE;cyclo;morphe;1;1;cyclo;morpho;Frequent;Frequent
cyclonomie;LOI  DE LA ROUE;cyclo;nomie;1;2;cyclo;;Frequent;Frequent
cyclonomique;LOI  DE LA ROUE;cyclo;nomique;1;2;cyclo;;Frequent;Frequent
cyclopexie;FIXATION  DE LA ROUE;cyclo;pexie;1;3;cyclo;;Frequent;Frequent
cyclophore;PORTEUR  DE LA ROUE;cyclo;phore;1;3;cyclo;phore;Frequent;Frequent
cyclophorie;PORTEUR  DE LA ROUE;cyclo;phorie;1;3;cyclo;phore;Frequent;Moyen
